name,action probability,planned,used planner,used plan lib,time planning,time checking plan lib,total time,plan lib size
problem_office_09.pddl,0.7,35,28,7,37.74480986595154,0.12337779998779295,37.868187665939324,29
problem_office_09.pddl,0.7,44,32,12,99.27190971374512,0.35068178176879883,99.62259149551392,61
problem_office_09.pddl,0.7,31,23,8,30.338123083114624,0.4192285537719727,30.7573516368866,84
problem_office_09.pddl,0.7,38,27,11,34.193692445755005,0.5709474086761475,34.764639854431145,111
problem_office_09.pddl,0.7,32,22,10,33.59087491035461,0.5658559799194336,34.156730890274055,133
problem_office_09.pddl,0.7,39,18,21,36.965321779251106,0.6944229602813721,37.65974473953247,151
problem_office_09.pddl,0.7,31,24,7,36.11189413070679,0.7986879348754883,36.91058206558228,175
problem_office_09.pddl,0.7,28,13,15,13.51051378250122,0.6098051071166992,14.12031888961792,188
problem_office_09.pddl,0.7,37,17,20,29.25144505500793,0.8444151878356934,30.095860242843628,205
problem_office_09.pddl,0.7,38,24,14,34.1109561920166,1.166867971420288,35.27782416343689,229
problem_office_09.pddl,0.7,27,15,12,16.631895065307614,0.8645007610321045,17.49639582633972,244
problem_office_09.pddl,0.7,51,29,22,34.746322631835945,1.969714641571045,36.716037273406975,273
problem_office_09.pddl,0.7,29,15,14,18.659350633621216,0.947502374649048,19.606853008270267,288
problem_office_09.pddl,0.7,33,17,16,28.44105195999145,1.1399860382080078,29.581037998199463,305
problem_office_09.pddl,0.7,48,23,25,21.43727827072144,1.884729623794556,23.322007894515988,328
problem_office_09.pddl,0.7,38,21,17,32.416774988174446,1.4869937896728516,33.90376877784729,349
problem_office_09.pddl,0.7,44,20,24,31.091480255126953,2.025341749191284,33.11682200431824,369
problem_office_09.pddl,0.7,50,24,26,34.794771432876594,2.34978985786438,37.14456129074097,393
problem_office_09.pddl,0.7,34,17,17,28.614338636398315,1.668933629989624,30.28327226638794,410
problem_office_09.pddl,0.7,53,35,18,51.814345121383674,2.9727933406829834,54.78713846206665,445
problem_office_09.pddl,0.7,41,21,20,19.399656772613522,2.1972532272338867,21.59690999984741,466
